player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Corey Collier Jr.,146702,S,FL A&M,7,3,0,53.3,0,0,164,1,0,68.6,68.4,4.1,71.0,67.0,62.6,0,1,0,0,39,16.7,5,3,1,102.4,8,0,0,61,1,157,271,0,0,0,0,0,138,271,1,113,71,4,22,0,15,1,1,121,73,15.1
Elijah Sabbatini,146828,S,NICHOLLS,5,1,0,33.3,0,0,243,0,0,63.1,63.2,80.2,66.0,59.4,61.6,1,1,0,0,10,20.0,1,0,0,43.8,1,0,0,19,0,25,60,13,0,0,13,0,0,47,2,33,28,3,3,0,3,2,0,10,13,10.0
Tre Phillips,146858,CB,ALABAMA ST,7,4,0,64.7,0,1,105,0,0,69.1,73.4,12.5,66.3,90.0,81.2,1,0,0,0,85,4.2,1,3,1,122.4,11,0,0,12,294,163,307,0,0,0,0,0,0,307,0,144,1,3,19,1,17,1,1,191,105,17.4
Matai Mata'afa,146862,ED,MONTANA,7,1,0,,0,0,232,0,0,60.4,61.2,22.2,57.0,69.3,77.7,0,2,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,2,113,113,0,20,50,43,0,0,76,35,0,3,5,1,0,2,0,0,0,
Alan Wright,146971,CB,ALABAMA ST,3,1,0,50.0,0,0,105,0,0,64.5,64.7,77.4,57.5,63.8,76.5,0,0,0,0,20,0.0,0,0,0,85.4,1,0,0,3,24,24,52,0,0,0,0,0,0,52,2,26,25,1,1,0,2,0,0,20,0,20.0
Jonathan Streeter,147034,CB,CAMPBELL,4,0,0,33.3,0,0,131,0,0,64.3,63.8,73.9,56.0,62.2,74.2,0,0,0,0,4,0.0,0,0,0,42.4,1,0,0,3,23,11,27,1,0,0,1,0,0,26,2,14,0,1,1,0,3,0,0,4,-1,4.0
Trevor Moffitt,147036,LB,E TENN ST,8,1,1,75.0,0,0,157,0,0,42.7,60.1,78.6,75.5,69.9,63.3,1,0,0,0,13,12.5,1,0,1,132.3,3,1,0,89,2,42,104,8,0,0,8,0,1,96,11,51,4,6,6,0,4,2,1,27,31,9.0
Justin Isler,147039,ED,GARD-WEBB,9,0,0,,0,0,171,0,0,65.9,66.3,82.5,63.5,59.9,59.9,1,3,0,0,,18.2,2,0,0,0.0,0,2,0,0,0,0,160,160,0,0,149,11,0,0,63,97,0,8,9,0,0,6,0,0,0,
Charles Arnold,147096,S,SCAR STATE,9,4,0,70.0,0,0,290,0,0,68.8,73.1,84.7,70.4,77.6,47.0,0,0,1,2,52,20.7,6,1,0,112.5,14,0,0,128,1,220,370,0,0,0,0,0,201,370,0,150,39,6,19,0,20,0,3,306,159,21.9
Eldrick Robinson,147128,LB,ROB MORRIS,8,8,1,80.0,0,1,277,1,0,55.4,55.5,82.4,63.5,55.0,63.0,0,1,0,0,18,12.9,4,1,0,129.2,8,0,0,260,3,106,284,9,0,0,9,0,0,275,12,166,12,7,19,0,10,1,1,70,43,8.8
Myles Winslow,147132,DI,MCNEESE,6,0,0,,0,0,217,0,0,,64.6,74.8,57.2,65.9,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,37,35,0,34,0,1,0,2,10,27,0,1,2,0,0,0,0,0,0,
Cejae Ceasar,147160,S,MCNEESE,4,0,0,,0,0,217,0,0,63.0,55.2,71.1,,47.4,20.4,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,14,0,9,23,0,0,0,0,0,0,23,0,14,9,0,0,0,0,0,0,0,0,
Cam George,147165,ED,NWSTATE,8,7,3,0.0,1,0,257,0,0,61.5,58.1,60.3,65.1,50.8,36.8,2,9,0,0,,26.7,4,1,1,39.6,0,2,0,0,0,0,346,345,0,36,191,118,0,1,164,182,0,6,4,2,1,13,0,0,0,
Ronnie Hamrick,147229,S,LAMAR,9,9,0,55.6,0,1,204,0,0,69.1,68.8,48.2,68.7,67.3,64.8,1,6,0,0,27,17.8,8,3,1,90.7,15,0,0,127,6,233,462,73,0,0,73,0,1,389,40,189,255,17,28,9,27,7,2,114,50,7.6
Drake Johnson,147230,CB,ALABAMA ST,4,1,0,50.0,0,0,105,0,0,65.5,66.8,80.5,,69.6,69.5,0,0,0,0,67,10.0,1,2,1,127.1,5,0,0,4,161,87,165,0,0,0,0,0,0,165,0,78,0,3,8,0,10,0,1,120,64,24.0
Sterling Roberts,147267,LB,PRVIEW A&M,8,11,0,100.0,0,0,270,0,0,71.2,68.1,0.0,62.8,66.6,36.4,4,13,0,0,13,28.6,14,0,2,97.9,2,2,0,361,0,151,371,5,0,0,5,0,1,366,36,184,4,13,24,2,2,19,0,15,4,7.5
Buck Cooper,147280,CB,MERCER,1,0,0,,0,0,219,0,0,48.0,51.1,71.3,,64.3,77.9,0,0,0,0,,,0,0,0,0.0,0,0,0,1,11,5,12,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,
Chris Davis Jr.,147283,ED,E TENN ST,9,6,2,70.0,0,0,157,0,0,45.9,60.7,66.4,61.4,66.0,55.0,1,4,0,0,21,18.2,6,0,1,90.8,7,2,0,40,0,46,408,361,2,4,349,6,0,47,172,190,6,16,21,4,10,7,0,73,42,10.4
Jordan Burrell,147331,LB,FURMAN,8,3,0,62.5,0,0,170,0,0,70.2,61.2,78.1,58.0,48.5,42.4,2,0,0,0,5,26.3,5,0,0,106.3,5,0,0,128,0,74,152,1,0,0,1,0,0,151,12,66,23,2,11,0,8,2,1,16,20,3.2
Kalvyn Crummie,147348,LB,TENN TECH,8,1,0,100.0,0,0,309,0,0,65.5,67.4,78.3,61.5,67.3,56.8,0,1,0,0,16,23.1,3,0,0,118.8,1,1,0,83,1,57,113,9,0,0,9,0,0,104,15,41,19,7,9,1,1,2,0,16,14,16.0
Kahleef Jimmison,147365,CB,NORFOLK,8,3,0,54.5,0,0,244,0,0,51.2,57.0,85.6,62.6,73.6,48.8,0,2,0,0,30,24.0,6,0,0,109.5,12,0,0,40,156,182,390,5,0,0,5,0,4,385,13,195,185,5,16,0,22,2,2,167,73,13.9
Carter Hooper,147404,ED,S DAKOTA,10,8,0,,0,0,291,0,0,62.2,61.9,42.1,62.7,61.2,66.3,0,4,0,0,,7.7,1,0,1,0.0,0,2,0,1,0,2,189,188,1,8,131,48,0,1,84,103,0,6,4,0,0,6,0,0,0,
Dorian Helm,147431,S,BRYANT,9,8,0,76.9,0,0,124,0,0,65.7,70.0,84.2,55.2,76.6,75.8,0,1,0,1,64,10.4,5,0,2,103.7,10,0,0,240,3,249,445,26,0,0,26,0,127,419,9,187,48,19,35,2,13,1,1,137,49,13.7
Khari Gee,147491,S,CHATTNOOGA,8,8,0,72.7,0,0,137,0,0,61.0,57.6,83.2,60.0,50.8,32.3,0,1,0,1,24,27.5,11,0,0,64.6,8,0,0,183,1,156,306,2,0,0,2,0,66,304,1,149,54,7,21,1,11,1,0,105,34,13.1
Tim Coutras,147546,S,TENN TECH,9,8,0,66.7,0,0,309,1,0,85.2,86.2,29.5,74.1,86.1,90.2,1,1,0,1,16,4.5,2,3,1,59.2,18,1,0,163,4,289,426,1,0,0,1,0,205,425,5,132,53,19,34,1,27,3,0,110,32,6.1
Je'kob Jones,147577,LB,SACRAMENTO,3,1,0,100.0,0,0,279,0,0,54.9,53.3,72.6,,55.6,78.3,0,0,0,0,0,0.0,0,0,1,79.2,1,0,0,20,0,8,22,0,0,0,0,0,0,22,0,14,1,1,2,0,1,0,0,0,0,0.0
Thomas Bouda,147579,ED,CAL POLY,9,7,1,,0,0,129,0,0,67.0,63.1,83.7,53.3,67.1,61.6,2,4,0,0,,15.4,4,0,0,0.0,0,0,0,0,0,2,382,382,0,40,119,223,0,0,187,193,0,10,15,1,0,6,0,0,0,
Mason Barbour,147580,DI,CAL POLY,8,5,0,,0,0,129,0,0,,59.7,81.9,54.3,62.9,78.7,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,258,258,4,196,21,37,0,0,144,114,0,3,5,0,0,1,0,0,0,
Antonio Vakameilalo,147582,DI,CAL POLY,5,3,0,,0,0,129,0,0,,65.9,76.6,58.4,67.8,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,53,53,5,40,0,8,0,0,24,29,0,0,0,0,0,0,0,0,0,
Josh Ngaluafe,147584,DI,CAL POLY,8,2,0,,0,0,129,0,0,60.0,65.1,37.5,61.7,67.3,78.9,1,6,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,173,173,35,118,0,20,0,0,86,87,0,6,9,0,0,7,0,0,0,
Isiah King,147616,LB,IDAHO,9,13,0,95.8,0,1,185,0,0,60.8,76.4,87.1,77.6,89.6,79.8,6,8,0,0,33,7.8,5,1,0,129.2,23,1,0,192,2,184,486,118,0,0,118,0,0,368,78,224,174,32,46,5,24,15,1,280,120,12.2
Sam Brown,147620,ED,IDAHO,9,8,0,,0,0,185,0,0,66.1,70.8,84.6,59.6,74.6,58.6,2,5,0,0,,14.3,3,0,0,0.0,0,0,0,2,0,16,261,252,0,39,146,67,0,9,111,134,7,9,10,2,0,7,0,0,0,
Tanner Huff,147643,S,MONTANA,5,0,0,,0,0,232,0,0,73.0,71.4,0.0,63.7,70.7,82.3,0,1,0,0,,0.0,0,0,1,0.0,0,0,0,15,0,24,40,0,0,0,0,0,15,40,1,15,10,2,4,0,0,1,0,0,0,
Kenneth Eiden IV,147664,ED,MONTANA ST,9,11,1,,0,0,233,0,0,61.8,82.2,64.5,73.2,86.4,86.4,6,13,0,0,,0.0,0,0,1,0.0,0,3,0,0,0,2,376,376,1,38,274,63,0,0,237,137,0,15,17,4,0,22,0,0,0,
Jackson Harmon,147666,S,MONTANA ST,3,0,0,100.0,0,0,233,0,0,60.8,61.8,75.9,,62.0,78.8,0,0,0,0,4,0.0,0,0,0,83.3,1,0,0,5,0,19,33,0,0,0,0,0,26,33,0,14,1,0,2,0,1,0,0,4,0,4.0
Zack Black,147680,DI,MONTANA ST,9,2,0,,0,0,233,0,0,53.9,56.1,80.1,53.6,63.1,38.0,1,0,0,0,,20.0,2,0,0,0.0,0,0,0,0,0,0,168,168,0,161,0,7,0,0,85,83,0,6,6,1,0,1,0,0,0,
Paul Brott,147683,DI,MONTANA ST,9,1,1,,0,1,233,1,0,64.7,70.9,84.3,66.9,68.7,43.9,3,7,0,0,,18.2,2,0,0,0.0,0,1,0,0,0,2,269,269,68,188,0,13,0,0,161,106,0,7,8,0,0,11,0,0,0,
Quinlan Popham,147705,LB,N ARIZONA,6,9,1,90.9,0,0,252,0,0,59.8,68.4,87.3,59.2,76.0,65.5,0,0,0,0,16,12.5,4,1,0,96.6,10,0,0,147,1,98,245,84,0,0,84,0,0,161,42,105,13,13,19,1,11,0,0,79,66,7.9
Keenan Guthrie,147742,ED,N COLORADO,9,5,0,100.0,0,0,253,0,0,57.0,58.9,85.6,58.3,59.0,58.7,2,1,0,0,15,13.6,3,0,0,118.8,1,1,0,49,1,29,209,148,0,0,148,0,0,61,37,143,10,11,14,1,1,4,0,15,0,15.0
Joe Brown,147753,DI,YNGTOWN ST,2,0,0,,0,0,353,0,0,,58.0,0.0,58.6,68.2,69.7,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,15,15,1,14,0,0,0,0,4,11,0,1,1,0,0,0,0,0,0,
Jayden Brannan,147771,ED,PORTLAND,9,9,0,0.0,0,1,269,0,0,65.7,65.3,87.8,61.5,64.4,69.2,2,7,0,0,,11.1,3,0,0,39.6,0,2,0,0,0,2,281,280,1,1,278,0,0,1,134,145,0,11,15,3,1,11,0,0,0,
Slade Shufelt,147777,ED,PORTLAND,9,2,0,,0,0,269,0,0,60.7,39.6,83.5,56.1,31.0,38.9,1,1,0,0,,20.0,2,0,0,0.0,0,0,0,1,0,2,243,241,3,23,143,72,0,2,97,144,0,5,6,2,0,2,0,0,0,
Kameron Rocha,147808,S,SO UTAH,4,3,0,75.0,0,0,298,0,0,81.0,62.1,0.0,54.8,35.1,48.3,0,1,0,0,10,23.8,5,0,1,82.3,3,0,0,61,0,70,169,4,0,0,4,0,95,165,5,94,9,5,13,0,4,1,0,17,9,5.7
Xavier Williams,147814,ED,SACRAMENTO,7,6,0,,0,0,279,0,0,73.0,60.8,31.5,59.6,60.7,72.1,1,6,0,0,,15.8,3,0,2,0.0,0,4,0,3,0,10,297,293,0,0,285,8,0,4,153,134,1,9,10,1,0,11,0,0,0,
Mason Brosseau,147824,DI,S DAK ST,4,1,0,,0,0,292,0,0,,63.1,76.6,58.5,65.3,44.6,1,1,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,56,56,0,49,1,6,0,0,36,20,0,1,2,0,0,2,0,0,0,
Joe Tongamoa,147844,DI,SO UTAH,8,2,0,,0,0,298,0,0,55.1,70.7,83.6,63.1,75.6,52.1,1,7,0,0,,16.7,2,0,0,0.0,0,0,0,0,0,4,348,348,38,303,3,4,0,0,168,176,0,6,8,3,0,8,0,0,0,
Logan Livermon,147878,LB,CAMPBELL,9,14,0,81.8,0,0,131,0,0,65.9,80.7,83.9,54.6,90.8,66.5,1,3,0,0,24,12.3,7,1,0,142.2,9,0,0,431,1,215,448,8,0,0,8,0,0,440,42,191,8,24,36,5,11,4,2,95,42,10.6
Mike Swain,147888,S,TOWSON,9,1,0,50.0,0,0,317,0,0,72.7,72.6,78.6,61.8,67.2,39.2,0,1,0,0,3,33.3,1,0,0,56.3,2,0,0,31,1,34,71,2,0,0,2,0,20,69,6,31,17,1,1,1,4,1,0,1,8,0.5
Laron Davis,147919,DI,BETH COOK,9,3,0,,0,0,119,0,0,58.9,64.8,84.2,60.0,67.1,64.7,0,13,0,0,,9.1,1,1,0,0.0,0,1,0,0,0,0,377,377,49,328,0,0,0,0,241,136,0,5,7,0,0,14,0,0,0,
Nick Bartalo,147929,LB,CHARLES SO,8,4,0,50.0,0,0,135,0,0,52.8,71.6,81.4,77.4,79.3,68.2,1,3,0,0,21,9.5,2,1,0,72.9,4,0,0,159,0,68,166,4,0,0,4,0,0,162,16,82,3,5,15,2,8,4,0,56,37,14.0
Josias Addison,147933,DI,CHARLES SO,9,2,0,,0,0,135,2,0,,72.3,79.5,58.7,76.0,79.4,0,3,0,0,,8.3,1,0,0,0.0,0,1,0,0,0,0,118,118,10,66,12,30,0,0,45,73,0,8,9,3,0,4,0,0,0,
Nick Hunter,147938,ED,E TENN ST,8,4,0,100.0,0,1,157,1,0,58.4,59.5,0.0,63.4,62.7,73.3,2,7,0,0,62,8.0,2,0,4,158.3,5,1,0,28,0,32,237,204,0,0,204,0,0,33,113,92,5,9,19,0,5,10,1,95,104,19.0
TJ Jones,147947,S,DUQUESNE,8,2,0,68.4,0,0,155,0,0,61.8,60.3,83.9,55.1,54.8,46.9,0,0,0,1,20,22.7,5,1,0,90.0,13,0,0,52,4,136,215,5,0,0,5,0,64,210,6,73,90,5,15,2,19,0,2,81,46,6.2
Maleek Huggins,147957,WR,BETH COOK,1,0,0,,0,0,119,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Deontre Morris,147990,S,ALABAMA ST,7,3,0,75.0,0,0,105,0,0,73.1,74.0,84.1,78.2,68.0,57.0,2,1,0,1,14,20.0,7,1,1,50.0,9,1,0,133,1,152,293,5,0,0,5,0,120,288,5,136,34,8,25,0,12,4,0,58,26,6.4
Justin Bennin,148007,CB,MONMOUTH,8,10,0,73.1,0,0,231,0,0,60.7,63.4,85.7,60.4,69.9,77.6,0,1,0,0,48,10.5,4,0,0,115.1,19,0,0,64,3,198,327,12,0,0,12,0,14,315,15,114,234,11,24,2,26,1,1,245,110,12.9
John England,148008,S,MORGAN ST,3,2,0,,0,0,235,0,0,69.9,58.5,74.2,,37.7,38.1,0,0,0,0,,33.3,2,0,0,0.0,0,0,0,4,0,15,22,0,0,0,0,0,12,22,0,7,6,1,2,0,0,0,0,0,0,
Jaylen Dotson,148010,CB,INCAR WORD,1,0,0,,0,0,189,0,0,,60.0,65.6,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Nathan Carabatsakis,148015,DI,ROB MORRIS,9,6,0,,1,0,277,0,0,60.0,68.4,37.8,73.8,63.4,29.4,2,15,0,0,,25.0,7,0,2,0.0,0,2,0,0,0,0,379,379,6,211,75,87,0,0,191,188,0,12,15,2,0,19,0,0,0,
Shakespeare Louis,148017,S,SE LA,9,3,0,50.0,0,0,294,0,0,77.2,73.0,82.5,60.0,59.2,69.6,0,0,0,1,33,13.0,3,1,0,79.2,4,0,0,57,0,200,335,5,0,0,5,0,260,330,1,134,13,4,17,0,8,0,1,68,28,17.0
Nick Kessler,148042,ED,ILL STATE,7,1,0,,1,0,188,0,0,61.1,56.9,0.0,50.1,70.2,33.0,0,5,0,0,,33.3,4,0,2,0.0,0,0,0,0,0,0,115,115,0,23,7,85,0,0,66,49,0,4,7,1,0,5,0,0,0,
Cam Wilson,148044,CB,ILL STATE,7,3,0,68.0,0,0,188,1,1,69.2,67.1,25.7,60.1,60.0,62.7,0,1,0,0,48,16.1,5,3,2,139.7,17,1,0,26,278,198,382,7,0,0,7,0,2,375,13,171,68,6,23,1,25,2,3,248,69,14.6
Jack Dwyer,148046,S,ILL STATE,6,3,0,66.7,0,0,188,0,0,60.7,66.8,83.0,66.1,76.4,51.9,1,2,0,1,39,16.1,5,0,1,85.1,8,1,0,148,0,146,263,2,0,0,2,0,79,261,6,111,33,8,23,2,12,4,1,99,62,12.4
Reese Edwards,148051,ED,ILL STATE,7,7,1,70.0,0,1,188,0,0,43.2,70.7,89.9,72.3,84.9,69.4,1,8,0,0,32,13.0,3,1,0,103.3,7,3,0,5,0,82,354,304,0,0,304,0,0,50,116,156,44,8,13,3,10,12,0,103,43,14.7
Kenneth Butler III,148095,DI,S ILLINOIS,2,1,0,,0,0,295,0,0,,71.0,70.0,60.0,68.9,72.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,1,5,0,1,1,0,0,0,0,0,0,
Malachi McNeal,148141,LB,N DAKOTA,9,17,1,55.6,0,0,249,0,0,66.0,69.8,11.4,59.9,75.4,67.0,3,5,0,0,40,13.6,9,2,2,87.5,10,2,0,452,1,248,512,20,1,0,19,0,0,492,62,202,39,25,40,2,18,10,1,89,52,8.9
Ryan Jones,148166,S,N DAK ST,9,3,0,71.4,0,0,250,0,0,75.7,72.9,80.7,56.6,64.3,69.1,0,1,0,1,27,11.1,2,2,0,53.0,5,0,0,66,1,99,177,0,0,0,0,0,102,177,2,76,8,3,13,1,7,1,0,52,12,10.4
Logan Kopp,148170,LB,N DAK ST,9,5,0,60.9,0,0,250,1,0,74.8,68.1,81.9,56.5,61.3,56.3,4,4,0,0,20,18.5,10,3,0,70.2,14,1,0,295,2,179,377,13,0,0,13,0,0,364,37,161,67,23,39,4,23,9,0,96,51,6.9
Jaxon Duttenhefer,148175,DI,N DAK ST,8,4,2,,0,0,250,1,0,64.9,78.2,82.2,57.8,86.2,70.0,2,7,0,0,,6.3,1,0,0,0.0,0,1,0,0,0,1,214,214,32,172,0,10,0,0,121,92,0,9,11,3,0,10,0,0,0,
Tucker Langenberg,148194,LB,N IOWA,8,15,0,84.0,0,0,255,1,0,57.2,68.8,82.9,60.1,75.8,54.6,1,5,0,0,20,13.7,10,0,0,111.5,21,1,0,449,0,209,498,21,0,0,21,0,0,477,43,246,28,37,48,4,25,7,1,189,117,9.0
Mo Olowo,148195,S,N IOWA,6,1,0,61.5,0,0,255,0,0,75.2,70.7,82.7,56.5,62.4,77.5,0,1,0,0,34,9.8,4,1,0,78.4,8,0,0,112,4,148,307,8,0,0,8,0,150,299,7,152,33,8,36,0,13,1,0,78,34,9.8
Caleb Frazer,148196,LB,N IOWA,5,4,0,80.0,0,0,255,1,0,68.7,60.6,26.5,60.5,55.4,32.8,2,4,0,0,17,23.7,9,0,1,87.9,8,0,0,123,0,70,218,71,0,0,71,0,0,147,31,117,24,17,25,4,10,6,0,51,55,6.4
Matt Walsh,148212,S,S DAKOTA,10,12,0,77.3,0,1,291,0,0,64.2,66.0,88.2,56.4,69.1,75.3,1,1,0,2,35,10.8,7,2,2,89.5,34,0,0,165,2,299,609,86,0,0,83,3,14,523,22,288,342,15,46,0,44,2,1,363,184,10.7
Nyle Dickel,148213,ED,S DAKOTA,10,4,1,100.0,0,0,291,0,0,45.6,71.9,69.2,71.2,73.9,73.5,4,21,0,0,9,8.1,3,0,1,94.4,3,2,0,16,0,21,492,476,1,12,381,82,0,16,241,230,0,26,30,3,3,27,0,20,12,6.7
Austin Rosetta,148215,LB,S DAKOTA,2,0,0,100.0,0,0,291,0,0,51.9,52.5,71.2,60.0,60.9,,0,0,0,0,3,,0,0,0,118.8,1,0,0,5,1,4,12,2,0,0,2,0,0,10,1,7,4,0,0,0,1,0,1,3,0,3.0
Chris Rhodes,148236,CB,TENN MARTN,9,2,0,50.0,0,0,310,1,0,57.9,60.9,0.0,55.9,79.8,53.3,0,0,0,1,17,18.8,3,1,3,61.9,7,0,0,30,163,119,210,4,0,0,4,0,1,206,3,88,10,5,11,1,14,0,1,81,9,11.6
Aydan Dautermann,148244,CB,S DAK ST,9,1,0,47.1,0,0,292,0,0,74.9,75.3,79.9,,70.2,84.4,0,0,0,0,17,0.0,0,2,1,56.5,8,0,0,16,139,103,163,2,0,0,2,0,0,161,0,60,6,3,9,1,17,0,0,62,16,7.8
Aaron Wolfcale-Holsten,148249,DI,S DAK ST,9,6,0,,0,0,292,0,0,57.6,68.7,82.0,60.1,73.8,58.9,0,10,0,0,,7.7,1,0,0,0.0,0,0,0,0,0,3,266,266,15,245,2,4,0,0,152,111,0,6,6,1,0,10,0,0,0,
Cejai Parson,148270,S,S ILLINOIS,8,8,0,56.3,0,0,295,0,0,76.0,75.9,88.8,58.5,72.2,74.1,0,0,0,2,17,13.0,6,2,0,48.7,9,0,0,102,4,188,371,2,0,0,2,0,245,369,2,181,18,9,32,0,16,0,1,71,28,7.9
Caden Reeves,148272,DI,S ILLINOIS,9,8,0,,0,0,295,2,0,60.0,65.0,18.6,57.6,70.5,79.9,0,3,0,0,,0.0,0,0,2,0.0,0,1,0,0,0,0,232,232,4,227,0,1,0,0,94,138,0,5,7,1,0,4,0,0,0,
Trace Brown,148285,DI,W ILLINOIS,9,3,0,,0,0,345,0,0,59.5,59.6,82.7,55.7,61.2,76.9,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,205,205,84,119,0,2,0,0,94,110,0,2,5,0,0,2,0,0,0,
Max Tomczak,148297,WR,YNGTOWN ST,1,0,0,,0,0,353,0,0,60.0,64.3,60.0,,60.6,70.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,
Preston Zandier,148313,LB,YNGTOWN ST,7,9,0,83.3,0,0,353,0,0,59.0,60.6,27.5,50.9,66.0,50.0,4,3,0,1,23,20.0,8,0,2,66.0,10,0,0,371,0,184,396,8,0,0,8,0,0,388,22,190,17,17,23,3,12,7,0,98,46,9.8
Chris Sammarone,148318,LB,YNGTOWN ST,1,0,0,100.0,0,0,353,0,0,53.0,54.0,67.0,,61.2,73.1,0,0,0,0,10,0.0,0,0,0,108.3,1,0,0,8,0,5,9,0,0,0,0,0,0,9,0,4,1,0,1,0,1,0,0,10,0,10.0
Parris Lowery,148325,DI,ELON,9,6,1,,0,0,162,0,0,58.0,72.3,84.0,58.4,80.8,70.0,1,8,0,0,,6.9,2,0,0,0.0,0,1,0,0,0,0,460,460,10,435,0,15,0,0,275,185,0,18,21,3,0,10,0,0,0,
Jake Louro,148329,DI,ELON,8,6,1,,0,0,162,0,0,,72.4,84.5,59.1,77.9,43.3,0,3,0,0,,18.8,3,0,0,0.0,0,1,0,1,0,0,286,285,89,196,0,0,0,1,159,127,0,8,7,6,0,4,0,0,0,
Donovan Everette,148335,ED,MERCYHURST,8,2,0,,0,0,977,0,0,,54.2,35.3,52.3,58.9,25.8,0,3,0,0,,36.4,4,0,1,0.0,0,1,0,0,0,0,167,167,6,38,56,67,0,0,80,87,0,6,5,0,0,4,0,0,0,
Jonathan Robinson,148345,CB,GARD-WEBB,9,2,0,55.6,0,0,171,0,0,78.0,74.4,0.0,,62.8,47.5,0,0,0,1,26,22.2,2,2,1,42.1,5,0,0,6,126,70,138,0,0,0,0,0,0,138,0,68,5,2,5,1,9,0,0,72,20,14.4
Matei Fitz,148366,DI,RICHMOND,8,12,0,,1,1,276,0,0,56.4,77.9,83.5,68.9,80.6,70.9,3,8,0,1,,7.1,2,0,1,0.0,0,3,0,0,0,0,362,362,17,335,1,9,0,0,202,160,0,14,14,2,0,14,0,0,0,
Latrell Couchman,148385,LB,MAINE,9,16,0,70.0,1,0,212,1,0,74.1,74.1,28.1,69.8,70.6,55.6,2,6,0,0,24,16.7,7,1,1,111.7,7,3,0,296,1,146,338,5,0,0,5,0,0,333,23,169,35,12,19,1,10,11,1,43,50,6.1
Jabari Echols,148393,CB,MERRIMACK,9,3,0,51.9,1,0,385,0,0,69.5,70.2,84.4,76.3,63.0,58.4,0,0,0,1,31,16.7,4,4,8,55.5,14,1,0,12,390,250,441,0,0,0,0,0,5,441,0,191,34,8,17,0,27,1,0,166,40,11.9
Tim Bonagura,148394,DI,NEW HAMP,9,8,1,,0,0,240,0,0,60.0,62.3,22.5,59.7,65.9,57.0,1,3,0,0,,10.5,2,0,2,0.0,0,1,0,0,0,0,245,244,52,191,0,1,0,1,121,124,0,8,9,2,0,5,0,0,0,
Owen Laughlin,148413,LB,RICHMOND,3,0,0,100.0,0,0,276,0,0,70.8,69.5,69.3,,55.9,74.3,0,0,0,0,-3,0.0,0,0,0,79.2,1,0,0,8,0,2,9,1,0,0,1,0,0,8,0,7,0,1,1,0,1,0,0,-3,1,-3.0
Thaos Figaro,148420,ED,RICHMOND,2,0,0,,0,0,276,0,0,61.3,73.1,70.3,57.0,60.0,71.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,3,2,0,1,1,1,0,0,0,0,0,
Donovan Hoilette,148427,ED,RICHMOND,8,5,0,,0,0,276,0,0,65.8,72.7,25.6,79.6,61.9,73.8,6,13,0,0,,8.3,2,0,3,0.0,0,4,0,1,0,1,387,386,0,0,378,8,0,1,218,168,0,14,17,2,0,23,0,0,0,
Bryson Parker,148429,S,STNY BROOK,8,14,0,33.3,0,0,303,0,0,74.6,70.9,84.9,63.8,60.2,54.6,0,0,0,1,16,18.9,7,6,0,19.2,6,0,0,243,5,228,421,3,0,0,3,0,114,418,1,192,56,7,16,0,18,0,0,33,8,5.5
Franco Milano,148432,ED,STNY BROOK,8,6,0,,0,0,303,0,0,63.5,78.7,83.1,68.3,79.6,82.6,2,10,0,0,,0.0,0,0,0,0.0,0,3,0,0,0,0,247,247,13,65,115,54,0,0,132,115,0,11,11,2,0,15,0,0,0,
