player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Braylon McReynolds,157876,HB,LA MONROE,9,90,33,8,48.8,248,0,508,0,3,33,437,178.4,19,20,209,0,28,86.6,84.7,83.8,,87.5,75.6,81.6,56.1,74,0,40,8,37,103,0,0,8,98,2,508,437,4.86,5.6,1.08,57
Rodney Fields Jr.,188722,HB,OKLA STATE,7,90,9,5,30.3,145,0,479,0,7,9,315,50.0,12,23,262,1,39,86.4,75.5,84.2,,51.5,69.7,77.8,52.0,41,0,218,22,137,115,0,0,25,112,1,479,315,3.5,5.3,1.59,50
London Montgomery,170288,HB,E CAROLINA,8,90,9,4,29.2,131,0,449,1,3,9,259,34.2,7,26,156,0,27,86.6,71.7,82.8,,23.8,59.7,75.1,65.4,51,0,60,11,95,105,0,0,14,101,4,449,259,2.88,5.0,0.63,62
Isaac Brown,183312,HB,LOUISVILLE,8,90,40,13,64.9,504,0,776,1,2,40,461,213.0,19,25,210,2,35,58.1,80.8,84.1,,19.2,54.5,88.5,59.8,78,0,42,11,94,111,0,0,14,101,5,776,461,5.12,8.6,0.45,53
OJ Arnold,158336,HB,GA SOUTHRN,8,90,19,5,24.8,125,0,505,2,2,19,330,79.4,13,22,174,1,70,71.3,75.8,83.4,72.6,74.6,53.3,77.6,77.1,41,0,99,7,112,120,0,0,9,97,3,505,330,3.67,5.6,0.88,19
Alex Tecza,162587,HB,NAVY,8,90,13,7,40.5,212,0,523,1,5,13,353,71.3,9,35,237,0,39,86.5,75.8,87.1,,55.0,81.9,78.5,52.8,65,2,101,9,54,275,0,0,11,99,6,523,353,3.92,5.8,1.87,12
Nate Frazier,191146,HB,GEORGIA,8,89,14,2,11.4,45,0,394,0,0,14,283,45.9,4,17,173,2,49,56.2,80.6,82.1,,62.5,72.0,79.7,64.5,24,0,54,8,68,107,0,0,8,97,2,394,283,3.18,4.4,0.79,39
Bear Bachmeier,203434,QB,BYU,8,89,22,2,8.4,38,0,336,0,1,17,213,72.9,18,28,128,5,34,50.5,80.3,86.6,74.2,,44.2,75.4,60.0,22,0,3,1,5,266,115,17,1,73,9,451,271,3.04,5.1,0.6,18
Jalen Dupree,191053,HB,COLO STATE,8,89,17,7,32.5,147,0,452,1,1,17,305,61.1,13,18,144,1,34,71.5,70.3,82.2,,66.2,47.5,74.0,64.1,31,1,83,12,106,116,0,0,14,101,2,452,305,3.43,5.1,0.78,54
NaQuari Rogers,160350,HB,UTAH,9,89,10,3,18.6,64,0,345,0,0,10,192,23.4,6,33,328,0,46,86.5,68.4,83.6,,63.1,53.2,70.8,52.6,23,0,43,3,47,158,0,0,3,92,8,345,192,2.16,3.9,0.91,43
LaNorris Sellers,174326,QB,S CAROLINA,9,88,39,2,7.3,31,0,176,0,0,11,131,55.4,17,31,289,5,19,50.4,71.1,86.6,65.5,,54.3,70.3,60.0,20,5,0,0,1,217,249,37,0,51,3,425,411,4.67,4.8,0.0,17
Jo Silver,164549,HB,DELAWARE,8,88,11,5,31.5,142,0,451,2,0,11,245,27.3,15,24,151,1,28,72.3,70.6,85.1,,50.4,58.7,76.6,60.4,70,0,195,24,167,131,0,0,32,112,3,451,245,2.78,5.1,1.17,59
Devon Dampier,171556,QB,UTAH,8,88,21,6,21.9,121,0,390,0,0,16,194,67.1,17,33,328,4,50,59.3,75.3,75.8,70.0,,,72.8,61.2,26,2,0,0,0,277,162,20,0,68,5,552,250,2.84,6.3,,13
Waymond Jordan,199407,HB,USC,6,88,29,8,38.9,224,0,576,2,5,29,453,184.2,16,30,326,2,52,55.4,81.6,22.0,,84.2,42.0,87.1,56.5,40,1,55,7,77,109,0,0,12,95,5,576,453,5.15,6.5,0.71,36
DeJuan Williams,183534,HB,MARYLAND,8,88,12,4,23.2,70,0,302,5,7,12,219,42.2,8,17,215,1,36,72.5,67.1,84.7,,57.2,49.0,73.9,70.1,23,0,272,24,163,102,0,0,34,112,2,302,219,2.49,3.4,1.67,51
Kirby Vorhees,177229,HB,WASH STATE,9,88,16,3,23.6,94,0,399,0,1,16,229,42.5,10,25,341,2,46,58.0,68.4,84.8,,53.5,64.0,69.1,63.1,46,0,88,16,108,123,0,0,21,104,3,399,229,2.6,4.5,0.81,42
Taylen Green,145996,QB,ARKANSAS,9,88,21,4,19.3,156,0,389,0,0,8,170,39.1,35,48,111,4,42,61.0,89.5,87.3,73.9,,,92.6,60.0,64,1,0,0,0,252,419,29,0,59,6,808,384,4.36,9.2,,10
Quintrevion Wisner,176190,HB,TEXAS,6,87,22,1,10.8,37,0,344,3,8,22,258,84.7,4,16,311,0,44,86.6,72.6,84.5,,67.6,55.6,76.7,55.5,37,0,117,18,129,113,0,0,23,105,3,344,258,2.97,4.0,0.91,42
Ja'Kyrian Turner,199087,HB,PITTSBURGH,8,87,15,5,30.4,120,0,395,2,4,15,220,48.0,11,22,268,0,36,86.2,71.5,20.6,,25.7,58.6,75.6,58.4,37,1,119,13,93,95,0,0,17,100,6,395,220,2.53,4.5,1.28,51
Sutton Smith,162530,HB,MEMPHIS,9,87,9,7,45.0,232,0,515,0,2,9,279,35.3,13,19,218,1,9,77.4,70.1,83.1,,54.2,61.5,71.1,67.8,64,0,79,13,96,125,0,0,15,100,6,515,279,3.21,5.9,0.82,77
Gavin Garcia,156916,HB,KENT STATE,8,87,15,2,21.6,69,0,319,0,0,15,222,42.5,3,10,201,1,54,70.7,63.3,80.9,,44.2,57.9,64.7,52.4,45,1,46,3,72,105,0,0,7,90,1,319,222,2.55,3.7,0.64,33
Lunch Winfield,176367,QB,LA LAFAYET,8,86,14,5,25.6,126,0,348,0,0,11,235,55.9,13,25,207,2,26,61.3,65.6,67.0,56.8,,,69.8,60.0,39,1,0,0,0,176,144,18,0,68,5,492,292,3.4,5.7,,37
Jackson Arnold,173684,QB,AUBURN,9,86,20,3,17.4,75,0,204,0,0,6,139,29.7,13,32,115,3,31,56.1,66.5,63.0,60.1,62.2,,70.7,60.0,27,3,0,0,0,220,226,33,0,53,7,430,271,3.15,5.0,,5
Conner Weigman,158683,QB,HOUSTON,9,86,24,4,33.3,143,1,354,0,0,21,225,84.0,9,32,182,9,52,24.0,73.0,76.0,65.6,,60.0,75.3,60.0,50,2,0,0,1,298,76,11,0,75,9,430,286,3.33,5.0,0.0,4
Miles Davis,122056,HB,UTAH ST,8,85,23,10,53.8,310,0,576,0,1,23,405,107.9,16,21,329,1,33,72.4,77.1,84.7,60.4,35.4,72.1,80.6,48.9,64,1,143,21,121,139,0,0,21,106,4,576,405,4.76,6.8,1.18,52
Jadarian Price,156985,HB,NOTRE DAME,8,85,21,10,47.0,245,0,521,0,2,21,325,99.9,19,27,258,3,39,40.8,78.1,81.2,,25.1,61.1,79.3,58.8,49,1,47,3,46,97,0,0,4,88,8,521,325,3.82,6.1,1.02,46
Dequan Finn,97804,QB,MIAMI OH,8,85,21,5,25.7,115,0,320,0,0,15,180,65.9,17,27,221,1,16,73.7,75.8,60.4,74.8,,60.0,66.7,60.0,39,4,0,0,1,229,127,21,0,64,4,447,243,2.86,5.3,0.0,31
Wayshawn Parker,184224,HB,UTAH,9,85,31,9,49.8,302,0,607,1,4,31,283,126.7,16,25,328,2,58,55.0,72.3,0.0,,58.7,50.0,78.2,63.5,58,2,90,7,85,123,0,0,8,92,5,607,283,3.33,7.1,1.06,26
Tommy Castellanos,158433,QB,FLORIDA ST,8,85,14,3,14.7,55,0,171,0,0,6,111,25.6,14,24,167,2,22,63.3,87.6,61.5,90.6,,59.9,63.6,60.2,22,2,0,0,1,253,204,34,0,51,6,375,201,2.36,4.4,0.0,14
Samuel Harris,200065,HB,WYOMING,9,85,17,5,28.7,129,0,449,0,2,17,247,55.2,14,21,351,1,21,71.2,70.7,83.2,,19.3,77.8,70.9,58.1,50,0,182,15,108,100,0,0,16,100,1,449,247,2.91,5.3,1.69,63
John Mateer,158516,QB,OKLAHOMA,8,84,12,3,23.2,91,0,273,0,0,5,129,14.8,10,25,261,2,37,68.5,67.1,86.9,62.9,,56.7,67.7,60.0,51,0,0,0,1,221,119,18,0,66,6,392,219,2.61,4.7,0.0,12
Clay Thevenin,198671,HB,LA TECH,8,84,24,8,44.7,195,1,436,0,5,24,290,100.1,13,24,208,1,44,71.5,79.7,26.0,,54.0,76.4,81.4,47.2,50,2,112,16,92,127,0,0,17,100,6,436,290,3.45,5.2,1.22,40
Nate Sheppard,198337,HB,DUKE,8,84,26,6,34.8,194,0,557,1,8,26,320,124.5,19,25,154,0,17,86.4,82.4,83.7,,59.8,67.8,86.1,60.0,49,0,143,20,127,93,0,0,22,104,5,557,320,3.81,6.6,1.13,64
Ca'Lil Valentine,183515,HB,ILLINOIS,9,83,10,4,20.9,81,0,388,1,1,10,213,31.7,12,21,187,2,32,55.3,67.6,81.1,,39.7,52.7,69.2,58.6,25,0,17,6,45,97,0,0,7,89,3,388,213,2.57,4.7,0.38,48
Caden Creel,170414,QB,JVILLE ST,8,83,25,6,22.4,112,0,295,0,0,12,180,65.3,15,27,196,4,36,47.1,54.8,84.0,41.8,,49.7,66.1,60.5,73,2,4,1,4,173,205,26,2,58,3,500,298,3.59,6.0,1.0,15
Fame Ijeboi,184725,HB,MINNESOTA,8,83,24,3,24.1,92,0,381,2,0,24,307,95.5,13,22,225,0,22,85.8,75.7,83.3,,30.7,51.8,79.8,55.5,49,0,44,10,78,88,0,0,14,93,2,381,307,3.7,4.6,0.56,58
Dewayne Coleman,163179,QB,ARMY,5,83,12,1,8.4,26,0,297,0,0,12,207,37.9,7,24,114,2,30,57.1,79.6,82.4,77.2,,54.3,70.6,60.0,26,1,0,0,1,193,13,2,0,81,3,310,211,2.54,3.7,0.0,36
Kamari Moulton,170168,HB,IOWA,6,83,9,4,18.1,79,0,437,0,1,9,265,34.0,13,22,192,0,22,85.9,80.1,82.8,,47.7,70.0,79.8,63.8,22,0,81,11,66,99,0,0,12,94,2,437,265,3.19,5.3,1.23,61
Nicholas Singleton,164188,HB,PENN STATE,8,82,12,1,5.5,16,0,292,0,3,12,187,34.9,6,27,266,0,46,85.7,70.4,83.9,,56.8,67.6,70.5,58.8,16,0,123,16,111,116,0,0,20,98,7,292,187,2.28,3.6,1.11,34
Dante Dowdell,174131,HB,KENTUCKY,8,82,5,4,37.4,126,0,337,0,1,5,199,16.5,5,16,202,0,52,86.0,69.5,82.8,,86.3,58.0,70.9,43.3,79,0,21,6,71,100,0,0,8,88,1,337,199,2.43,4.1,0.3,26
Kevorian Barnes,145514,HB,TCU,6,82,19,1,17.9,75,0,418,1,0,19,230,59.2,9,26,305,0,35,85.8,75.9,83.2,,70.9,59.2,77.7,57.7,75,0,42,8,85,93,0,0,11,90,3,418,230,2.8,5.1,0.49,42
Chris McMillian,198175,HB,BOWL GREEN,8,81,13,3,18.5,63,0,340,0,0,13,207,40.0,10,17,122,0,56,85.8,71.1,80.6,,82.4,54.6,70.2,59.3,33,0,6,2,30,85,0,0,2,83,3,340,207,2.56,4.2,0.2,25
Coleman Bennett,142986,HB,KENNESAW,8,81,21,6,36.2,138,0,381,1,7,21,286,108.6,11,23,200,0,47,85.8,72.2,83.1,,61.5,70.7,72.2,55.1,30,0,180,10,84,125,0,0,14,91,2,381,286,3.53,4.7,2.14,32
Rahsul Faison,176482,HB,S CAROLINA,9,81,19,3,23.5,82,0,349,1,5,19,230,68.8,11,19,289,1,39,70.3,64.9,84.4,,28.1,66.3,66.0,68.3,36,0,106,18,138,112,0,0,22,99,3,349,230,2.84,4.3,0.77,41
Joseph Himon II,162843,HB,NWESTERN,8,81,17,6,33.0,131,0,397,1,2,17,323,75.8,10,21,256,0,33,85.9,74.7,83.2,,20.0,68.1,77.3,56.2,37,0,115,19,94,96,0,0,25,100,0,397,323,3.99,4.9,1.22,47
Bo Jackson,199864,HB,OHIO STATE,7,81,15,7,42.8,230,0,538,0,2,15,391,89.2,16,20,260,0,40,85.8,80.6,82.3,,28.9,73.6,80.1,60.0,64,0,114,11,75,85,0,0,12,92,2,538,391,4.83,6.6,1.52,41
Duncan Brune,184113,HB,OHIO,9,81,12,4,35.4,139,0,393,0,1,12,312,58.2,5,20,259,2,51,52.9,61.3,83.4,,57.1,47.2,64.1,47.3,66,0,57,5,71,95,0,0,8,86,6,393,312,3.85,4.9,0.8,30
Ismail Mahdi,161419,HB,ARIZONA,8,81,12,10,54.2,287,0,530,0,3,12,243,48.9,18,27,109,2,28,55.7,75.1,82.8,,38.0,59.0,79.6,65.3,68,0,79,11,98,102,0,0,11,92,2,530,243,3.0,6.5,0.81,53
Darius Taylor,173422,HB,MINNESOTA,6,80,14,4,34.2,121,0,354,2,7,14,271,74.1,7,21,225,0,18,85.7,74.8,83.8,,49.0,81.3,72.7,60.0,71,0,134,16,77,84,0,0,19,96,1,354,271,3.39,4.4,1.74,62
Jam Miller,157003,HB,ALABAMA,5,80,7,2,13.6,42,0,308,0,1,7,184,20.0,7,15,103,0,40,85.6,72.4,21.5,,59.6,66.7,72.1,78.4,22,1,80,12,88,96,0,0,12,92,2,308,184,2.3,3.9,0.91,38
Rayshon Luke,158732,HB,FRESNO ST,9,80,22,7,44.0,220,0,500,0,6,22,381,125.8,14,18,169,1,47,72.6,85.0,83.3,,15.2,76.7,88.1,57.3,68,0,171,26,109,104,0,0,27,106,5,500,381,4.76,6.3,1.57,32
Nahree Biggins,145711,HB,C MICHIGAN,9,80,11,5,41.0,175,0,427,0,1,11,264,41.7,10,18,134,1,59,72.3,74.7,84.3,,70.6,72.4,75.3,50.0,58,0,158,15,54,151,0,0,15,95,2,427,264,3.3,5.3,2.93,21
Star Thomas,156926,HB,TENNESSEE,9,80,21,8,37.2,157,0,422,1,4,21,270,95.9,14,25,307,0,43,85.6,80.5,82.1,,77.1,63.8,80.9,69.0,27,0,77,8,82,90,0,0,9,88,5,422,270,3.38,5.3,0.94,37
Bryson Barnes,131845,QB,UTAH ST,8,80,16,4,19.0,98,0,272,0,0,8,160,52.2,19,26,329,5,33,42.0,77.8,60.1,74.7,,55.8,70.8,60.5,35,2,5,1,3,199,243,31,1,50,7,515,244,3.05,6.4,1.67,6
Caden Durham,184449,HB,LSU,7,79,11,7,54.8,207,0,378,1,1,11,304,51.9,7,18,211,0,31,85.6,74.7,83.0,,57.0,60.9,76.8,59.4,51,0,58,10,83,94,0,0,14,89,2,378,304,3.85,4.8,0.7,48
Demond Williams Jr.,183648,QB,WASHINGTON,8,79,28,7,34.8,186,0,218,0,0,5,80,27.7,23,31,340,5,10,65.9,81.3,73.6,75.8,,54.3,75.4,60.1,42,1,0,0,1,213,317,41,0,38,4,535,305,3.86,6.8,0.0,17
Avery Johnson,173108,QB,KANSAS ST,9,79,6,4,27.9,108,0,225,0,0,4,76,8.4,14,26,199,9,27,45.0,74.8,87.3,73.6,,60.0,64.5,60.4,46,2,0,0,1,259,162,19,0,60,7,387,115,1.46,4.9,0.0,20
Micah Welch,183887,HB,COLORADO,9,79,12,5,36.2,110,0,304,0,4,12,206,47.4,6,17,143,2,17,53.4,60.9,82.1,,21.5,61.1,64.3,54.6,30,0,39,9,84,113,0,0,14,88,2,304,206,2.61,3.8,0.46,62
Chauncey Bowens,184550,HB,GEORGIA,8,79,12,6,37.0,165,0,446,0,4,12,223,50.2,14,28,173,0,37,85.4,80.8,81.8,,84.6,67.4,81.2,58.5,43,0,62,11,78,99,0,0,11,90,5,446,223,2.82,5.6,0.79,42
Keenan Phillips,199183,HB,S ALABAMA,9,79,12,5,30.2,132,0,437,1,2,12,274,57.1,10,19,288,0,48,86.0,79.5,81.2,,75.9,52.5,81.2,69.9,54,0,15,6,67,92,0,0,9,85,1,437,274,3.47,5.5,0.22,31
Brendan Sorsby,156398,QB,CINCINNATI,9,78,19,4,18.4,83,0,256,0,0,8,108,30.8,14,30,138,4,23,59.7,90.0,86.7,88.7,,54.3,70.1,60.0,29,0,0,0,1,246,195,25,0,53,8,451,225,2.88,5.8,0.0,14
Caleb Ramseur,172143,HB,NEVADA,8,78,12,5,33.7,112,0,332,0,3,12,241,53.3,8,17,239,0,34,85.4,69.5,84.1,,76.1,59.4,69.9,64.4,27,0,76,9,97,114,0,0,11,87,2,332,241,3.09,4.3,0.78,43
Diore Hubbard,189933,HB,W VIRGINIA,6,78,13,1,11.0,29,0,264,0,3,13,228,53.8,5,17,343,0,17,85.4,69.8,82.6,,58.9,58.9,71.6,61.2,29,0,59,9,71,144,0,0,9,87,4,264,228,2.92,3.4,0.83,61
Kadarius Calloway,172271,HB,NEW MEX ST,8,78,11,3,23.5,69,0,293,2,3,11,184,35.9,5,16,242,0,31,85.5,67.7,82.8,,43.2,59.0,71.0,57.4,29,0,90,14,106,95,0,0,17,92,3,293,184,2.36,3.8,0.85,47
Rueben Owens II,172590,HB,TEXAS A&M,8,78,11,8,41.4,182,0,440,0,1,11,254,46.5,11,24,312,0,38,85.4,73.3,21.9,,53.9,67.3,75.3,56.2,37,1,82,6,87,102,0,0,7,84,3,440,254,3.26,5.6,0.94,39
Tavierre Dunlap,132720,HB,E MICHIGAN,8,78,14,2,14.7,44,0,299,0,3,14,213,50.5,7,27,160,0,11,85.3,72.5,83.0,,53.2,77.6,71.6,54.1,25,0,105,14,80,108,0,0,15,92,3,299,213,2.73,3.8,1.31,67
Zach Palmer-Smith,159550,HB,LA MONROE,9,77,32,9,51.6,242,0,469,0,1,32,425,230.6,17,20,209,0,28,85.4,82.9,14.5,,80.0,55.9,82.5,54.6,56,1,4,2,30,97,0,0,2,79,2,469,425,5.52,6.1,0.13,49
Javin Gordon,199370,HB,TULANE,8,77,20,2,14.4,47,0,327,1,5,20,234,89.4,9,15,319,1,26,69.2,71.9,84.0,,48.4,47.8,77.4,60.3,25,0,59,8,99,112,0,0,11,85,3,327,234,3.04,4.2,0.6,50
Sedrick Alexander,172605,HB,VANDERBILT,9,76,15,5,34.3,137,0,390,0,2,15,240,61.7,8,22,333,2,54,53.1,71.1,86.5,,65.9,65.1,73.3,58.9,65,0,106,11,148,145,0,0,12,87,6,399,240,3.16,5.3,0.72,21
Brandon Hood,190785,HB,UMASS,9,77,14,4,44.9,149,0,332,3,3,14,224,57.5,5,15,216,1,48,68.8,62.5,23.2,,59.8,42.6,68.1,57.8,90,1,62,9,98,91,0,0,14,86,2,332,224,2.91,4.3,0.63,29
Dilin Jones,183664,HB,WISCONSIN,7,77,12,1,5.3,16,0,300,1,4,12,226,54.6,6,16,349,0,39,85.4,69.1,83.2,,37.9,55.8,72.1,54.0,16,0,21,9,53,95,0,0,11,86,2,300,226,2.94,3.9,0.4,35
Scottre Humphrey,176767,HB,NEW MEXICO,9,76,4,5,39.7,138,0,348,1,0,4,186,12.4,9,25,241,1,32,67.9,63.8,13.0,,42.1,33.8,70.3,57.9,61,1,22,3,43,109,0,0,6,79,5,348,186,2.45,4.6,0.51,43
Braylon Braxton,144442,QB,SO MISS,8,76,10,2,12.4,35,1,124,0,0,3,93,12.6,8,20,296,2,13,65.5,74.5,75.2,73.9,62.2,,63.4,60.0,19,4,0,0,0,258,158,29,0,47,1,282,212,2.79,3.7,,9
Jake Retzlaff,70874,QB,TULANE,8,76,6,6,38.4,200,0,320,0,0,3,69,6.6,16,28,319,5,17,56.6,80.9,86.3,75.5,,48.6,75.1,60.1,69,1,0,0,5,227,201,20,0,56,9,521,167,2.2,6.9,0.0,22
Kaidon Salter,132046,QB,COLORADO,8,75,21,3,18.6,78,0,166,0,0,8,59,28.1,16,26,143,2,8,70.7,65.9,85.6,55.9,,60.0,74.3,60.5,35,3,0,0,1,189,253,34,0,41,5,419,231,3.08,5.6,0.0,22
Tucker Kilcrease,156863,QB,TROY,8,75,10,1,12.0,34,0,163,1,0,3,99,12.9,7,20,318,3,18,55.4,67.7,72.7,68.1,81.4,,60.6,60.0,34,1,0,0,0,190,120,27,0,48,5,283,168,2.24,3.8,,14
Daniel Hishaw Jr.,122562,HB,KANSAS,7,75,24,4,20.8,74,0,356,1,1,24,203,84.6,8,16,198,0,35,85.6,72.3,83.9,,33.5,46.2,79.4,69.2,21,1,31,5,110,109,0,0,8,80,4,356,203,2.71,4.7,0.28,40
Greg Desrosiers Jr.,158759,HB,MEMPHIS,7,75,24,5,46.0,207,0,450,0,11,24,218,106.0,11,26,218,1,10,69.9,78.5,83.0,,42.6,79.9,80.0,62.0,90,0,142,21,113,97,0,0,22,96,7,450,218,2.91,6.0,1.26,65
Damon Bankston,147854,HB,NEW MEXICO,9,75,15,5,42.1,176,0,418,1,4,15,281,74.9,8,18,241,1,35,71.4,74.8,83.0,,49.5,76.6,74.0,58.4,54,0,323,20,100,86,0,0,25,95,4,418,281,3.75,5.6,3.23,40
Makenzie McGill II,173209,HB,N TEXAS,7,75,23,4,21.3,83,0,389,0,2,23,257,108.4,10,21,251,1,30,67.5,71.9,18.2,,57.2,51.2,77.2,47.5,27,1,14,4,87,84,0,0,6,79,5,389,257,3.43,5.2,0.16,40
Anthony Colandrea,170131,QB,UNLV,8,74,21,7,26.8,149,0,275,0,0,11,140,69.7,24,33,325,6,21,49.3,85.5,75.0,79.0,,54.3,79.1,60.1,37,1,0,0,1,223,282,27,0,47,4,557,297,4.01,7.5,0.0,11
Daelen Alexander,173224,HB,RICE,9,74,12,5,38.5,151,0,392,0,0,12,251,55.0,8,23,275,0,51,85.0,75.3,81.7,,37.0,52.3,77.4,54.9,57,0,0,0,19,113,0,0,0,74,3,392,251,3.39,5.3,0.0,23
Omiri Wiggins,183950,HB,LA TECH,8,74,16,4,25.5,93,0,365,1,3,16,233,73.0,11,23,208,0,39,85.0,81.9,81.6,,59.7,60.6,83.6,61.0,37,0,48,8,54,101,0,0,9,82,4,365,233,3.15,4.9,0.89,35
D.J. McKinney,175620,HB,NEW MEXICO,9,74,12,3,20.1,63,1,313,1,0,12,203,39.2,6,17,241,0,25,85.5,69.1,22.6,65.8,20.1,60.8,73.1,55.7,24,1,92,10,77,103,0,0,11,84,5,313,203,2.74,4.2,1.19,48
Jalon Daniels,122555,QB,KANSAS,9,74,20,3,16.2,66,0,221,0,0,7,133,33.1,18,34,198,9,19,26.5,79.8,86.8,74.3,,,74.2,60.4,28,0,0,0,0,233,187,21,0,53,2,408,283,3.82,5.5,,12
CharMar Brown,174409,HB,MIAMI FL,8,74,14,0,0.0,0,0,265,0,1,14,204,49.8,4,21,220,0,38,85.2,76.9,81.7,,85.8,74.8,75.2,47.3,12,0,80,9,64,101,0,0,9,83,4,265,204,2.76,3.6,1.25,36
Jordan Fuller,149418,HB,JAMES MAD,6,72,10,5,24.9,96,0,386,0,0,10,215,40.9,12,29,197,0,40,85.1,87.8,2.9,,86.7,54.8,86.2,61.6,26,1,4,1,21,102,0,0,1,73,4,386,215,2.99,5.4,0.19,32
Kenji Christian,144072,HB,TOLEDO,8,72,24,5,34.0,128,0,376,2,4,24,260,120.4,9,12,316,0,39,84.9,73.4,81.1,,24.6,62.9,76.2,41.5,37,0,144,12,59,75,0,0,16,84,2,376,260,3.61,5.2,2.44,33
Leshon Williams,129487,HB,KANSAS,8,72,20,6,42.9,175,0,408,0,0,20,281,102.7,10,20,198,0,40,84.9,77.4,83.8,,73.6,57.6,79.4,67.9,62,0,72,4,87,105,0,0,5,76,6,408,281,3.9,5.7,0.83,32
Jordan McDonald,158449,HB,BOSTON COL,9,72,15,1,5.6,17,0,305,1,5,15,189,64.0,7,20,121,0,60,84.7,67.6,83.1,,49.0,56.9,70.0,65.0,17,0,69,10,88,81,0,0,14,82,1,305,189,2.63,4.2,0.78,11
Sam Scott,150701,HB,WYOMING,9,71,11,5,36.4,127,0,349,0,3,11,218,54.4,10,14,351,0,11,85.0,71.3,82.7,,57.5,72.9,70.3,63.9,37,0,99,8,73,100,0,0,10,79,2,349,218,3.07,4.9,1.36,60
Hayden Reed,163213,HB,ARMY,7,71,7,2,23.1,74,0,321,2,0,7,135,18.2,5,18,114,3,26,29.8,53.6,86.5,,35.1,26.5,61.7,56.0,37,0,2,2,22,201,0,0,4,73,3,321,135,1.9,4.5,0.09,10
Caden Knighten,200116,HB,BAYLOR,9,71,19,3,25.2,82,0,325,2,2,19,208,76.0,7,22,118,1,39,68.2,65.4,81.8,,26.4,49.5,70.7,60.0,49,1,126,10,96,76,0,0,15,81,1,325,208,2.93,4.6,1.31,32
Jayden Scott,183347,HB,NC STATE,9,71,25,6,41.8,180,1,431,0,4,25,254,126.5,11,22,248,0,25,85.1,78.9,82.4,,56.0,73.3,80.1,59.0,69,1,84,11,99,90,0,0,11,82,4,431,254,3.58,6.1,0.85,42
Ashten Emory,188313,HB,UTEP,8,70,21,1,12.7,34,0,267,1,7,21,209,102.0,7,17,330,0,26,84.7,68.8,83.3,,62.7,59.3,71.0,60.1,34,0,79,12,86,102,0,0,13,82,3,267,209,2.99,3.8,0.92,43
Le'Veon Moss,158664,HB,TEXAS A&M,6,70,11,4,26.4,101,0,382,1,0,11,255,56.4,12,22,312,0,32,84.8,75.0,81.0,,36.3,42.4,79.1,55.7,38,0,-2,1,55,86,0,0,4,71,6,382,255,3.64,5.5,-0.04,38
Devin Spencer,188360,HB,ARK STATE,9,70,12,5,37.1,141,0,380,1,2,12,224,54.0,11,16,113,1,12,68.0,70.4,26.6,,82.6,55.2,76.9,39.7,43,1,59,13,130,95,0,0,17,83,1,380,224,3.2,5.4,0.45,58
Will Nixon,129707,HB,SYRACUSE,9,70,7,1,10.9,28,0,257,1,3,7,185,29.0,5,15,304,1,25,68.9,63.1,84.3,,29.8,65.4,66.1,47.3,28,0,163,21,152,89,0,0,27,91,3,257,185,2.64,3.7,1.07,45
Robby Ashford,131702,QB,WAKE,7,69,14,3,29.6,94,0,185,0,0,10,66,34.1,9,16,339,4,20,43.7,64.5,40.3,64.5,,,61.8,60.0,41,4,0,0,0,163,133,25,0,44,4,318,155,2.25,4.6,,12
Trey Cornist,169975,HB,C MICHIGAN,9,69,20,7,51.5,154,0,299,0,0,20,253,106.3,9,16,134,0,53,84.6,70.5,82.3,,72.4,53.4,71.6,51.2,29,0,0,0,26,109,0,0,1,69,1,299,253,3.67,4.3,0.0,16
Gunner Stockton,157072,QB,GEORGIA,8,69,8,3,19.8,62,0,191,0,0,6,95,37.5,11,21,173,2,14,72.2,83.4,76.1,84.3,62.2,60.0,63.4,60.0,22,3,0,0,1,273,122,30,0,39,7,313,199,2.88,4.5,0.0,12
Mark Gronowski,138303,QB,IOWA,8,68,16,2,28.8,105,0,246,0,0,9,139,64.6,10,31,192,3,13,51.0,79.2,85.5,70.5,,,77.3,60.0,67,1,0,0,0,232,119,24,0,44,11,365,194,2.85,5.4,,16
Ethan Vasko,163817,QB,LIBERTY,7,68,5,3,15.1,45,0,188,0,0,3,96,9.9,11,25,206,3,24,60.6,78.0,72.1,74.6,,,70.1,60.0,24,2,7,0,0,223,111,14,0,54,4,299,123,1.81,4.4,,12
Ja'Vin Simpkins,175816,HB,COAST CAR,8,68,16,7,41.1,161,0,392,1,0,16,238,73.7,15,18,141,2,29,48.9,66.0,82.9,,46.0,49.0,72.3,51.0,40,0,14,8,91,114,0,0,10,76,2,392,238,3.5,5.8,0.15,39
JC French IV,162521,QB,GA SOUTHRN,8,67,4,0,0.0,0,0,89,0,0,2,41,6.7,11,27,174,2,15,64.0,67.0,74.5,62.5,67.5,51.6,69.7,60.1,18,1,0,0,2,205,214,32,0,35,5,303,152,2.27,4.5,0.0,6
